ID,COMP1,COMP2,HVTYPE,KIJSRK,KIJTSRK,KIJTType,KIJPR,KIJTPR,KIJPCSAFT,HVALPHA,HVGIJ,HVGJI,CalcWij,W1,W2,W3,WSTYPE,KIJWS,NRTLALPHA,NRTLGIJ,NRTLGJI,GIJVISC,HVGIJT,HVGJIT,WSGIJT,WSGJIT,cpakij_SRK,cpakijT_SRK,cpakijx_SRK,cpakjix_SRK,cpakij_PR,KIJWSunifac,aijDesMath,bijDesMath,cpaAssosiationType,cpaBetaCross,cpaEpsCross,KIJWhitsonSoriede
7231,KCl,water,HV,0,0,0,0,0,0,-0.8262,650.82,92.26,0,0,0,0,WS,0,-0.8262,650.82,92.26,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0
7233,HCOONa,water,HV,0,0,0,0,0,0,-0.7911,-26.58,114,0,0,0,0,WS,0,-0.7911,-26.58,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7234,HCOOK,water,HV,0,0,0,0,0,0,-0.8954,-10.98,90.11,0,0,0,0,WS,0,-0.8954,-10.98,90.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7235,HCOOCs,water,HV,0,0,0,0,0,0,-2.401,-14.88,63.62,0,0,0,0,WS,0,-2.401,-14.88,63.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7236,helium,water,Classic,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,Classic,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7237,hydrogen,water,Classic,0.5322,0,0,0.5322,0,0,0,0,0,0,0,0,0,Classic,0.5322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7238,nitrogen,water,HV,0.48,0,0,0.48,0,0,0.08,4898.64,-111.76,0,0,0,0,WS,-0.48,0.0768,-388,4911,0,-6.9,2.06,0,0,-1.389072518,0.003879719,-1.389072518,-1.389072518,0,0,0,0,0,0,0,0
7239,argon,water,Classic,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,Classic,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7240,oxygen,water,HV,0.5,0,0,0.5,0,0,0.03,6743.539908393,-1580.966630082,0,0,0,0,Classic,0.5,0,0,0,0,6.754185549,-1.41065525,0,0,-1.088749036,0.003744044,-1.088749036,-1.088749036,0,0,0,0,0,0,0,0
7241,CO2,water,HV,0.1,0,0,0.184,0.236,0,0.03,5251.737437198,-3121.2788585,0,0,0,0,WS,1.6,0.3,-393,-713,0,-0.842025353,-0.512331604,0.96,3.96,-0.27686,0.001121,-0.27686,-0.27686,0,0,0,0,1,0.075,0,0
7242,H2S,water,HV,0.03,0,0,0.03,0,0,0.10448,26082,-2148,0,0,0,0,WS,0.03,0.0653,-1082,2579.6,0,-18.45,5.67,0,0,0.1913,0,0.1913,0.1913,0,0,0,0,1,0.0624,10878,0
7243,water,ethane,HV,0.45,0,0,0.635,-0.93,0,0.122,-1479.91,5173.65,0,0,0,0,WS,0.45,0.122,274,2467,0,3.46,-6.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7244,c-propane,water,Classic,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,Classic,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7245,i-butane,water,HV,0.52,0,0,0.52,0,0,0.145,681,2507,0,0,0,0,WS,0.52,0.145,681,2507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7246,"2,2-diomC3",water,Classic,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,Classic,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7247,c-C4,water,Classic,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,Classic,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7248,i-pentane,water,HV,0.5,0,0,0.5,0,0,0.145,681,2507,0,0,0,0,WS,0.5,0.145,681,2507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7249,n-pentane,water,HV,0.5,0,0,0.5,0,0,0.145,681,2507,0,0,0,0,WS,0.5,0.145,681,2507,0,0,0,0,0,0.0615,0,0.0615,0.0615,0,0,0,0,0,0,0,0
7250,c-pentane,water,Classic,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,Classic,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7251,"2,2-dim-C4",water,Classic,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,Classic,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7252,"2,3-dimC4",water,Classic,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,Classic,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7253,2-m-C5,water,Classic,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,Classic,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7254,3-m-C5,water,Classic,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,Classic,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7256,n-hexane,water,HV,0.5,0,0,0.5,0,0,0.145,681,2507,0,0,0,0,WS,0.5,0.145,681,2507,0,0,0,0,0,0.0355,0,0.0355,0.0355,0,0,0,0,0,0,0,0
7257,m-c-C5,water,Classic,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,Classic,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7258,benzene,water,Classic,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,Classic,0.5,0,0,0,0,0,0,0,0,0.0355,0,0.0355,0.0355,0,0,0,0,1,0.079,0,0
7259,c-hexane,water,Classic,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,Classic,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7260,223-tm-C4,water,Classic,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,Classic,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7261,"3,3-dim-C5",water,Classic,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,Classic,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7262,n-heptane,water,HV,0.5,0,0,0.5,0,0,0.145,681,2507,0,0,0,0,WS,0.5,0.145,681,2507,0,0,0,0,0,0.0095,0,0.0095,0.0095,0,0,0,0,0,0,0,0
7263,m-c-C6,water,Classic,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,Classic,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7264,et-c-C5,water,Classic,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,Classic,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7265,toluene,water,Classic,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,Classic,0.5,0,0,0,0,0,0,0,0,0.0095,0,0.0095,0.0095,0,0,0,0,1,0.06,0,0
7266,c-c7,water,Classic,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,Classic,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7267,11-dm-c-C6,water,Classic,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,Classic,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7268,c-c8,water,HV,0.5,0,0,0.5,0,0,0.145,681,2507,0,0,0,0,WS,0.5,0.145,681,2507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7269,c-12-dmcC6,water,Classic,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,Classic,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7270,et-benzene,water,Classic,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,Classic,0.5,0,0,0,0,0,0,0,0,-0.0165,0,-0.0165,-0.0165,0,0,0,0,1,0.051,0,0
7271,MDEA+,water,Classic,1,0,0,0,0,0,0,0,0,1,-6.858e-06,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7272,H3O+,water,Classic,1,0,0,0,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7273,MDEA-even,water,HV,0,0,0,0,0,0,0.213103518,-1460.679072,1200.644717,0,0,0,0,WS,0,0.386,-401.57,803.41,0,5.892995488,-7.240070673,0,0,-0.149289356,0,-0.149289356,-0.149289356,0,0,0,0,0,0,0,0
7274,HCO3-,water,Classic,1,0,0,0,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7275,OH-,water,Classic,1,0,0,0,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7276,Na+,water,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7277,Cl-,water,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7278,Ca++,water,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7279,Li+,water,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7280,Br-,water,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7281,NH4+,water,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7282,CO3--,water,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7283,DEACOO-,water,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7284,DEA,water,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7285,DEA+,water,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7286,BEA,water,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7287,BEA+,water,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7288,BEACOO-,water,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7289,K+,water,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7290,HS-,water,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7291,S--,water,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7292,I-,water,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7293,Mg++,water,Classic,0,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7294,Ba++,water,Classic,0,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7295,Sr++,water,Classic,0,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7296,methanol,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7297,ethanol,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7298,MEG,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7299,DEG,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300,TEG,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7301,NaCl,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7302,KCl,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7303,CaCl2,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7304,HCOONa,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7305,HCOOK,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7306,HCOOCs,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7307,helium,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7308,hydrogen,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7309,nitrogen,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7310,Ar,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7311,oxygen,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7312,H2S,MDEA,Classic,0,0,0,0,0,0,-0.90671648,669.6378677,352.1342502,0,0,0,0,Classic,0,0,0,0,0,-0.2940267,-1.817715182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7313,propane,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7314,c-propane,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7315,i-butane,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7316,n-butane,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7317,"2,2-diomC3",MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7318,c-C4,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7319,i-pentane,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7320,n-pentane,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7321,c-pentane,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7322,"2,2-dim-C4",MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7323,"2,3-dimC4",MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7324,2-m-C5,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7325,3-m-C5,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7326,n-hexane,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7328,m-c-C5,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7329,benzene,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7330,c-hexane,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7331,223-tm-C4,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7332,"3,3-dim-C5",MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7333,n-heptane,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7334,m-c-C6,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7335,et-c-C5,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7336,toluene,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7337,c-c7,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7338,11-dm-c-C6,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7339,c-c8,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7340,c-12-dmcC6,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7341,et-benzene,MDEA,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,Classic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7342,H3O+,MDEA,Classic,1,0,0,0,0,0,0,0,0,1,0.0015,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7343,HCO3-,MDEA,Classic,1,0,0,0,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,-0.00144,0,0,0,0,0
7344,OH-,MDEA,Classic,1,0,0,0,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7345,Na+,MDEA,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7346,Cl-,MDEA,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7347,Ca++,MDEA,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7348,Li+,MDEA,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7349,Br-,MDEA,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7350,NH4+,MDEA,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7351,CO3--,MDEA,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0.18554,0,0,0,0,0
7352,DEACOO-,MDEA,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7353,DEA,MDEA,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7354,DEA+,MDEA,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7355,BEA,MDEA,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7356,BEA+,MDEA,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7357,BEACOO-,MDEA,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7358,K+,MDEA,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7359,HS-,MDEA,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7360,S--,MDEA,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7361,I-,MDEA,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7362,Mg++,MDEA,Classic,0,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7363,Ba++,MDEA,Classic,0,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7364,Sr++,MDEA,Classic,0,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7365,methanol,MDEA+,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7366,ethanol,MDEA+,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7367,MEG,MDEA+,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7368,DEG,MDEA+,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7369,TEG,MDEA+,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7370,NaCl,MDEA+,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7371,KCl,MDEA+,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7372,CaCl2,MDEA+,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7373,HCOONa,MDEA+,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7374,HCOOK,MDEA+,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7375,HCOOCs,MDEA+,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7376,helium,MDEA+,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7377,hydrogen,MDEA+,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7378,nitrogen,MDEA+,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7379,Ar,MDEA+,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7380,oxygen,MDEA+,Classic,1,0,0,1,0,0,0,0,0,0,0,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
7381,H2S,MDEA+,Classic,1,0,0,1,0,0,0,0,0,1,0.00048841,0,0,Classic,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
